epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.9146057053616174,0.07894736842105263,2.754637269050844,0.10967741935483871,0.04095257655616739,0.06666666666666222
2,2.563688177811472,0.15789473723424108,2.527247328912058,0.16774193548387098,0.07607988062725479,0.10196078431371869
3,2.3900057767566882,0.2236842105263158,2.4205984100218743,0.17419354838709677,0.08781464722621173,0.1058823529411694
4,2.198947316721866,0.3157894768212971,2.344074384627804,0.23225806451612904,0.11944971150830173,0.14117647058822588
5,2.111451349760357,0.35526315946328013,2.290943442621539,0.2709677419354839,0.13886919237279566,0.16470588235293018
6,2.015052971087004,0.4473684210526316,2.261402048603181,0.2967741935483871,0.16197287404985614,0.183823529411752
7,1.9031699958600496,0.5789473715581392,2.236135699672084,0.2967741935483871,0.16031371501688546,0.18382352941175203
8,1.834130745185049,0.5526315852215415,2.2244771865106396,0.2903225806451613,0.1566990769387562,0.17990196078430132
9,1.8402247868086163,0.5000000031370866,2.216568725339828,0.3032258064516129,0.1720175736629718,0.19117647058822168
10,1.8363019039756374,0.47368421209485906,2.216940342995428,0.2903225806451613,0.15581853224721015,0.17990196078430132
