epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,2.554892887940278,0.4020618556701031,0.04817411229477982,0.06374498088372679
2,1.9355526453739889,0.5197594501718213,0.08465378961128986,0.09943164490533656
3,1.7274817389410895,0.5541237113402062,0.09678853609037016,0.10932238533406524
4,1.5772125592102875,0.5773195876288659,0.10375646415744506,0.11623971983231066
5,1.436924911834098,0.5962199312714777,0.11049022094793362,0.12470153242700881
6,1.3204312646711194,0.6005154639175257,0.11789409232883882,0.1278992787290294
7,1.2368807470476306,0.627147766323024,0.14727062111071154,0.14932909952248505
8,1.167967667450776,0.6391752577319587,0.1674260384085487,0.16372675350195767
9,1.174318258826797,0.6400343642611683,0.1691931354894068,0.16531057609795893
10,1.1450994369145986,0.6417525773195877,0.17361424580543763,0.16775935171015283
