epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.966157851011857,0.08695652368276016,2.868301877667827,0.08387096774193549,0.049481792716960446,0.050980392156859344
2,2.800170089887536,0.15217391822649085,2.730757462593817,0.13548387096774195,0.06912765133052814,0.08235294117646509
3,2.713096504626067,0.15217391498710797,2.6349477752562493,0.2,0.09897023781920386,0.12156862745097229
4,2.604469765787539,0.13043478260869565,2.5681258093926216,0.23225806451612904,0.11310057555833569,0.14117647058822588
5,2.4956342552019204,0.28260869953943335,2.527889496280301,0.23225806451612904,0.11430962237393413,0.14117647058822588
6,2.575188584949659,0.15217391498710797,2.5059820605862524,0.23225806451612904,0.11612624923122146,0.14117647058822588
7,2.511011942573216,0.21739130953083868,2.49194257643915,0.22580645161290322,0.10767609484768577,0.13725490196077517
8,2.472778496534928,0.1956521758566732,2.487327997146114,0.22580645161290322,0.11098759252897092,0.13725490196077517
9,2.447629980418993,0.2173913062914558,2.4835197725603657,0.23870967741935484,0.11497334221970684,0.1450980392156766
10,2.3984427452087402,0.23913043996562128,2.483707352607481,0.23870967741935484,0.11567374810635242,0.1450980392156766
