epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,3.0025277552397354,0.1086956531457279,2.8823187520427087,0.0967741935483871,0.06686004454613596,0.06960784313724756
2,2.745614259139351,0.06521739130434782,2.783407881952101,0.13548387096774195,0.08188359715189658,0.08235294117646509
3,2.571694394816523,0.1739130454218906,2.6963163991128245,0.12903225806451613,0.07705248584259992,0.07843137254901437
4,2.357248130051986,0.26086956910465076,2.6159370253163,0.14838709677419354,0.08866523353501701,0.09019607843136654
5,2.245527039403501,0.36956522516582324,2.5646863645122897,0.16129032258064516,0.09458767065231827,0.09803921568626797
6,2.2891969888106636,0.3478260908437812,2.524424269891554,0.17419354838709677,0.1004641757735146,0.10588235294116942
7,2.261291161827419,0.30434782997421594,2.502081984858359,0.1870967741935484,0.1049977402122311,0.11372549019607084
8,2.2114360332489014,0.39130435300909955,2.4838075468617102,0.2064516129032258,0.11591975699988534,0.12549019607842302
9,2.129763696504676,0.3913043581921121,2.4763737847728113,0.2129032258064516,0.1182538479517136,0.1294117647058737
10,2.173246487327244,0.39130435560060584,2.472162728155813,0.2064516129032258,0.11411869958657213,0.12549019607842302
