epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.1006770423527084,0.8359106529209622,0.4867966333187638,0.5123743470952544
2,0.45566169257973693,0.8642611683848798,0.6887878599727967,0.684486359393042
3,0.34081912803878445,0.8831615120274914,0.7812311068593102,0.773625032152131
4,0.29132222477314773,0.8908934707903781,0.8018687710578467,0.7845803283231052
5,0.2624684683991311,0.8883161512027491,0.8122890811321561,0.8017379195199137
6,0.24190745893221774,0.8934707903780069,0.8292492604565445,0.8253496883515764
7,0.22609163806459667,0.8917525773195877,0.8223224307933231,0.813746284505014
8,0.21407191314055715,0.8934707903780069,0.8335168593819761,0.8288759427538126
9,0.20961332700710433,0.8951890034364262,0.8344067461799629,0.8309502608567033
10,0.20563905049741615,0.8943298969072165,0.8333490673131454,0.8307677791048785
