adapter_dim,budget,n,test_macro_f1_mean,test_macro_f1_sd,test_macro_f1_ci_low,test_macro_f1_ci_high,test_accuracy_mean,test_accuracy_sd,test_accuracy_ci_low,test_accuracy_ci_high,test_balanced_accuracy_mean,test_balanced_accuracy_sd,test_balanced_accuracy_ci_low,test_balanced_accuracy_ci_high
64,010,5,0.20386598713149606,0.016090185817045872,0.1912514121708258,0.2159877442484533,0.22714665092947772,0.01481309932139379,0.21611094718205962,0.23818235467689583,0.23575690250174852,0.015909260424633778,0.22315700702856295,0.24790030354946563
128,010,5,0.23285237312131324,0.0106239037358365,0.22492409718673864,0.24075819302253984,0.2541162584833284,0.012882871168292525,0.2446149306580112,0.26450280318678077,0.2613594669795521,0.010018335361850216,0.2536587730623904,0.2700595759865978
256,010,5,0.27148340627152734,0.0028200257849963287,0.26945519669888435,0.27395671898639024,0.2936559457066982,0.004773427079077766,0.290705222779581,0.2979049867217468,0.297274416139589,0.0034651197266614693,0.294464142919313,0.29963579753891
64,100,5,0.505115010461736,0.006682772490758463,0.4989731228060991,0.5090159315905645,0.5150781941575685,0.006020487189144683,0.5097668928887578,0.5186190616701092,0.5185800469316646,0.005891023913250061,0.5134438885810996,0.5222396437748373
128,100,5,0.5172698207327762,0.00306835265476918,0.5147211487162605,0.5193642430237808,0.5270581292416642,0.00281016664521901,0.5248745942755976,0.5293006786662732,0.5296481958108148,0.003255135763093795,0.5271138263870212,0.5322146314951419
256,100,5,0.5297623552396273,0.00458654897864105,0.5262263355425116,0.5332983749367429,0.5396282089111832,0.004549283711645761,0.5363824136913543,0.5430510475066391,0.5417120273551673,0.004276817433221898,0.5382025241581009,0.5449039664675762
