status,run_id,dataset,backbone,method,budget,seed,epochs,best_epoch,adapter_dim,dropout,n_classes,n_train,n_full_train,realized_train_fraction,n_val,n_test,total_params,trainable_params,val_accuracy,val_macro_f1,val_balanced_accuracy,test_accuracy,test_macro_f1,test_balanced_accuracy,runtime_sec,peak_gpu_mem_gb,stage,_path,width_ablation,shot_k,split_seed
complete,aqua20__dinov2_small__last_block_ft__b001__s43,aqua20,dinov2_small,last_block_ft,001,43,10,10,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22064276,1783700,0.5420962199312714,0.11374086563916135,0.12013859459738004,0.5373390557939914,0.11313240916887508,0.12223766817437079,55.7983512878418,0.6422309875488281,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__last_block_ft__b001__s43/result.json,,,
complete,aqua20__resnet18__mlp_head__b005__s42,aqua20,resnet18,mlp_head,005,42,10,10,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11319508,142996,0.5627147766323024,0.09915170459323017,0.11159439863906387,0.5467811158798284,0.09856916513953926,0.11114996459211243,45.21346068382263,0.5995078086853027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__mlp_head__b005__s42/result.json,,,
complete,aqua20__dinov2_small__mlp_head__b005__s44,aqua20,dinov2_small,mlp_head,005,44,10,10,128,0.1,20,302,5842,0.05169462512838069,1164,1165,22163860,107284,0.7018900343642611,0.19884572688988902,0.20252116095897815,0.6995708154506438,0.19862525068503123,0.20639847763761737,51.43369269371033,0.620175838470459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__mlp_head__b005__s44/result.json,,,
complete,aqua20__dinov2_small__marine_adapter__b001__s45,aqua20,dinov2_small,marine_adapter,001,45,10,10,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22163860,107284,0.26890034364261167,0.07926830479032995,0.08947620855439373,0.27896995708154504,0.08810673454304944,0.10062848372561801,48.538381814956665,0.620175838470459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__marine_adapter__b001__s45/result.json,,,
complete,fathomnet__dinov2_small__last_block_ft__b001__s44,fathomnet,dinov2_small,last_block_ft,001,44,10,9,128,0.1,79,220,16688,0.013183125599232981,3622,3389,22086991,1806415,0.053561568194367755,0.04789988094617806,0.0582889393137674,0.05193272351726173,0.048085851231083984,0.05808391942427628,124.69410991668701,0.9455804824829102,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__last_block_ft__b001__s44/result.json,,,
complete,fathomnet__resnet18__linear_probe__b100__s42,fathomnet,resnet18,linear_probe,100,42,10,10,128,0.1,79,16688,16688,1.0,3622,3389,11217039,40527,0.4318056322473771,0.4258491939962228,0.44720564568411386,0.42637946296842727,0.41904491567395313,0.4299352688916287,453.29332160949707,0.598360538482666,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__linear_probe__b100__s42/result.json,,,
complete,fathomnet__dinov2_small__last_block_ft__b001__s43,fathomnet,dinov2_small,last_block_ft,001,43,10,10,128,0.1,79,220,16688,0.013183125599232981,3622,3389,22086991,1806415,0.0811706239646604,0.07308794881013975,0.08649210695239866,0.06875184420182945,0.05794749991627389,0.07099233759888071,124.23261880874634,0.9455804824829102,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__last_block_ft__b001__s43/result.json,,,
complete,fathomnet__dinov2_small__full_finetune__b005__s46,fathomnet,dinov2_small,full_finetune,005,46,10,9,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22086991,22086991,0.44422970734400885,0.43555340441857926,0.4508244305244986,0.4538211861906167,0.4444096821053974,0.4619901064187077,165.25214195251465,6.8856964111328125,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__full_finetune__b005__s46/result.json,,,
complete,aqua20__dinov2_small__marine_adapter__b001__s42,aqua20,dinov2_small,marine_adapter,001,42,10,7,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22163860,107284,0.3960481099656357,0.09410794030917631,0.10583975214189818,0.3785407725321888,0.07318969459885652,0.0854414615876824,48.598448276519775,0.620175838470459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__marine_adapter__b001__s42/result.json,,,
complete,aqua20__resnet18__mlp_head__b005__s46,aqua20,resnet18,mlp_head,005,46,10,8,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11319508,142996,0.5670103092783505,0.09889508575213588,0.1126693908337304,0.5682403433476395,0.10236856305889608,0.11822384883412689,41.09680533409119,0.5998740196228027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__mlp_head__b005__s46/result.json,,,
complete,fathomnet__resnet18__mlp_head__b010__s45,fathomnet,resnet18,mlp_head,010,45,10,9,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,11349775,173263,0.30646051905024846,0.2790069936415982,0.31697654199485664,0.2823841841251106,0.2609427353930715,0.2866394897595246,135.94523215293884,0.5999722480773926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b010__s45/result.json,,,
complete,fathomnet__resnet18__full_finetune__b005__s44,fathomnet,resnet18,full_finetune,005,44,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11217039,11217039,0.169243511871894,0.15400018891466474,0.18558407660057097,0.17999409855414578,0.1516005950156337,0.1836952779780207,127.86778140068054,1.6962342262268066,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__full_finetune__b005__s44/result.json,,,
complete,fathomnet__resnet18__linear_probe__b005__s42,fathomnet,resnet18,linear_probe,005,42,10,9,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11217039,40527,0.07399226946438432,0.05562722369183339,0.0761505395108975,0.07317792859250516,0.055949662902227075,0.0812807900074474,119.05866193771362,0.598360538482666,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__linear_probe__b005__s42/result.json,,,
complete,fathomnet__dinov2_small__linear_probe__b010__s44,fathomnet,dinov2_small,linear_probe,010,44,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22086991,30415,0.30397570403092217,0.287214685382305,0.30361499478299464,0.28651519622307464,0.26904218689627946,0.2926748686179632,148.97518014907837,0.6192879676818848,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__linear_probe__b010__s44/result.json,,,
complete,fathomnet__resnet18__full_finetune__b001__s43,fathomnet,resnet18,full_finetune,001,43,10,8,128,0.1,79,220,16688,0.013183125599232981,3622,3389,11217039,11217039,0.030369961347321922,0.025889986862123314,0.0345092376320133,0.03039244614930658,0.02649487160234664,0.03323004904430425,106.00581979751587,1.6951355934143066,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__full_finetune__b001__s43/result.json,,,
complete,fathomnet__resnet18__mlp_head__b010__s42,fathomnet,resnet18,mlp_head,010,42,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,11349775,173263,0.2943125345113197,0.2693551861691307,0.30510771834286415,0.30421953378577754,0.2790735837574945,0.3084476065963871,137.67456817626953,0.6003384590148926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b010__s42/result.json,,,
complete,aqua20__dinov2_small__linear_probe__b100__s43,aqua20,dinov2_small,linear_probe,100,43,10,9,128,0.1,20,5842,5842,1.0,1164,1165,22064276,7700,0.865979381443299,0.80495318481598,0.7834072144383321,0.8806866952789699,0.8165713088993514,0.8041860879817113,163.7773962020874,0.6186919212341309,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__linear_probe__b100__s43/result.json,,,
complete,fathomnet__resnet18__linear_probe__b005__s43,fathomnet,resnet18,linear_probe,005,43,10,9,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11217039,40527,0.07730535615681944,0.06508273127510587,0.09311834116809549,0.07524343464148717,0.06326642087309005,0.08176303068762907,120.95708346366882,0.598360538482666,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__linear_probe__b005__s43/result.json,,,
complete,aqua20__resnet18__marine_adapter__b001__s46,aqua20,resnet18,marine_adapter,001,46,10,8,128,0.1,20,70,5842,0.011982197877439232,1164,1165,11319508,142996,0.4484536082474227,0.0947931372625431,0.0983118740099511,0.45064377682403434,0.09171091811120065,0.09720123159625084,35.43896842002869,0.5993857383728027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__marine_adapter__b001__s46/result.json,,,
complete,aqua20__resnet18__linear_probe__b005__s44,aqua20,resnet18,linear_probe,005,44,10,8,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11186772,10260,0.35223367697594504,0.04180076021539436,0.056425495449958604,0.35708154506437767,0.04708962971639565,0.06090202487353722,28.981792449951172,0.5978960990905762,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__linear_probe__b005__s44/result.json,,,
complete,fathomnet__dinov2_small__last_block_ft__b005__s45,fathomnet,dinov2_small,last_block_ft,005,45,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22086991,1806415,0.308117062396466,0.3038070949291424,0.318814250725385,0.3201534375922101,0.31611587330973917,0.3282171568985664,142.8406903743744,0.9454889297485352,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__last_block_ft__b005__s45/result.json,,,
complete,aqua20__resnet18__full_finetune__b005__s45,aqua20,resnet18,full_finetune,005,45,10,9,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11186772,11186772,0.5824742268041238,0.10889085044361121,0.12221545440410309,0.5716738197424893,0.11398533482042703,0.1268976994189686,38.831183433532715,1.6946711540222168,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__full_finetune__b005__s45/result.json,,,
complete,aqua20__resnet18__full_finetune__b010__s43,aqua20,resnet18,full_finetune,010,43,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,11186772,11186772,0.6202749140893471,0.15442588472197832,0.15117923296363428,0.6180257510729614,0.1614269569697549,0.1584286742687271,56.080326795578,1.6946711540222168,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__full_finetune__b010__s43/result.json,,,
complete,fathomnet__dinov2_small__linear_probe__b010__s46,fathomnet,dinov2_small,linear_probe,010,46,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22086991,30415,0.32054113749309776,0.3035356344373649,0.32257684029478295,0.3083505458837415,0.29686517598661943,0.31631642612561917,147.52368450164795,0.6192879676818848,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__linear_probe__b010__s46/result.json,,,
complete,aqua20__dinov2_small__marine_adapter__b001__s43,aqua20,dinov2_small,marine_adapter,001,43,10,10,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22163860,107284,0.08333333333333333,0.07480941051478998,0.10493789205310464,0.08755364806866953,0.07078608090204017,0.09989980222948922,46.752487659454346,0.620175838470459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__marine_adapter__b001__s43/result.json,,,
complete,aqua20__dinov2_small__linear_probe__b010__s42,aqua20,dinov2_small,linear_probe,010,42,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,22064276,7700,0.5781786941580757,0.22420059318557772,0.21446240671587785,0.5579399141630901,0.2574845371339401,0.24344673444576811,55.267409563064575,0.6186919212341309,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__linear_probe__b010__s42/result.json,,,
complete,fathomnet__resnet18__last_block_ft__b005__s44,fathomnet,resnet18,last_block_ft,005,44,10,9,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11217039,8434255,0.21700717835450029,0.1930913704682168,0.22653751801555583,0.18737090587193864,0.16900011115327207,0.20641572104011782,123.01754474639893,0.6919188499450684,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__last_block_ft__b005__s44/result.json,,,
complete,fathomnet__resnet18__mlp_head__b005__s43,fathomnet,resnet18,mlp_head,005,43,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11349775,173263,0.19602429596907786,0.1737507261812627,0.20809893717035796,0.1844201829448215,0.16038243075658767,0.18634457290318074,117.60246467590332,0.5999722480773926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b005__s43/result.json,,,
complete,aqua20__resnet18__mlp_head__b010__s42,aqua20,resnet18,mlp_head,010,42,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,11319508,142996,0.6185567010309279,0.14748568962642244,0.1483110727730145,0.6085836909871245,0.1518538038357669,0.1514820496543277,47.60628390312195,0.5998740196228027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__mlp_head__b010__s42/result.json,,,
complete,fathomnet__resnet18__last_block_ft__b005__s42,fathomnet,resnet18,last_block_ft,005,42,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11217039,8434255,0.19768083931529543,0.16915563184797544,0.20278771028009815,0.18796105045736206,0.16769096220671495,0.20196164752223392,118.98340177536011,0.6919188499450684,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__last_block_ft__b005__s42/result.json,,,
complete,aqua20__dinov2_small__mlp_head__b100__s46,aqua20,dinov2_small,mlp_head,100,46,10,7,128,0.1,20,5842,5842,1.0,1164,1165,22163860,107284,0.8874570446735395,0.799904010968523,0.7878799481241843,0.911587982832618,0.8663008292020778,0.8564082004082447,171.94039845466614,0.620419979095459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__mlp_head__b100__s46/result.json,,,
complete,aqua20__resnet18__full_finetune__b010__s44,aqua20,resnet18,full_finetune,010,44,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,11186772,11186772,0.6202749140893471,0.15478046413322874,0.1508380238520052,0.6188841201716738,0.14990762662335316,0.15253843932125982,46.971526861190796,1.6957697868347168,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__full_finetune__b010__s44/result.json,,,
complete,aqua20__resnet18__mlp_head__b005__s43,aqua20,resnet18,mlp_head,005,43,10,10,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11319508,142996,0.5756013745704467,0.11012217458139709,0.11798894477011412,0.5605150214592275,0.11170512054381183,0.11943336706947774,40.45282459259033,0.5995078086853027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__mlp_head__b005__s43/result.json,,,
complete,fathomnet__resnet18__last_block_ft__b010__s43,fathomnet,resnet18,last_block_ft,010,43,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,11217039,8434255,0.3475980121479845,0.32949718978331966,0.3628045692927312,0.3110061965181469,0.29709191747008895,0.3231263555895692,139.35354280471802,0.693047046661377,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__last_block_ft__b010__s43/result.json,,,
complete,aqua20__resnet18__linear_probe__b010__s46,aqua20,resnet18,linear_probe,010,46,10,9,128,0.1,20,592,5842,0.10133515919205752,1164,1165,11186772,10260,0.3393470790378007,0.04389623441884748,0.055588851266275704,0.34506437768240344,0.04532738492434209,0.05818869316358002,33.32097935676575,0.5978960990905762,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__linear_probe__b010__s46/result.json,,,
complete,fathomnet__resnet18__mlp_head__b005__s45,fathomnet,resnet18,mlp_head,005,45,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11349775,173263,0.1965764770844837,0.1648391394651364,0.20166111609970544,0.17910888167601063,0.15568206856728917,0.1873176171235249,118.71996974945068,0.6003384590148926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b005__s45/result.json,,,
complete,fathomnet__dinov2_small__mlp_head__b010__s43,fathomnet,dinov2_small,mlp_head,010,43,10,9,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22186575,129999,0.4364991717283269,0.4134038222027794,0.4436296347455759,0.41575686043080556,0.39660307456401933,0.4255827381588094,150.71729493141174,0.6207718849182129,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__mlp_head__b010__s43/result.json,,,
complete,fathomnet__resnet18__linear_probe__b100__s44,fathomnet,resnet18,linear_probe,100,44,10,8,128,0.1,79,16688,16688,1.0,3622,3389,11217039,40527,0.4301490889011596,0.4259692616676565,0.44683387443573747,0.4272646798465624,0.41832521163039543,0.43063410652212214,445.68121671676636,0.597994327545166,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__linear_probe__b100__s44/result.json,,,
complete,fathomnet__dinov2_small__marine_adapter__b001__s42,fathomnet,dinov2_small,marine_adapter,001,42,10,10,128,0.1,79,220,16688,0.013183125599232981,3622,3389,22186575,129999,0.030922142462727776,0.023889023798729488,0.03400357018960103,0.03540867512540572,0.026213143972478096,0.03724463223387869,121.34084153175354,0.6205277442932129,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__marine_adapter__b001__s42/result.json,,,
complete,fathomnet__resnet18__mlp_head__b005__s44,fathomnet,resnet18,mlp_head,005,44,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,11349775,173263,0.17310877967973495,0.14411637167250263,0.1832672070711679,0.20035408675125405,0.1617900925947153,0.1989560423753359,120.10004258155823,0.5999722480773926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b005__s44/result.json,,,
complete,fathomnet__dinov2_small__linear_probe__b005__s43,fathomnet,dinov2_small,linear_probe,005,43,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22086991,30415,0.14411927112092768,0.13355744454084745,0.15195594213372535,0.14517556801416348,0.12749084571259467,0.14785191702590375,132.79395937919617,0.6192879676818848,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__linear_probe__b005__s43/result.json,,,
complete,aqua20__dinov2_small__full_finetune__b005__s42,aqua20,dinov2_small,full_finetune,005,42,10,10,128,0.1,20,302,5842,0.05169462512838069,1164,1165,22064276,22064276,0.7328178694158075,0.3462855568475179,0.33482928862613737,0.736480686695279,0.4157011846855784,0.39502485373039387,31.167479515075684,6.885741233825684,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__full_finetune__b005__s42/result.json,,,
complete,aqua20__resnet18__last_block_ft__b100__s44,aqua20,resnet18,last_block_ft,100,44,10,9,128,0.1,20,5842,5842,1.0,1164,1165,11186772,8403988,0.8290378006872853,0.6633612247005771,0.6355879503800712,0.8377682403433476,0.6352102526756143,0.6086777593431687,148.25153803825378,0.6924777030944824,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__last_block_ft__b100__s44/result.json,,,
complete,aqua20__dinov2_small__linear_probe__b001__s46,aqua20,dinov2_small,linear_probe,001,46,10,10,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22064276,7700,0.18127147766323023,0.06284294521470637,0.07266092134852699,0.17510729613733905,0.04987232238048711,0.05511320933144716,46.04196310043335,0.6189360618591309,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__linear_probe__b001__s46/result.json,,,
complete,aqua20__dinov2_small__full_finetune__b005__s44,aqua20,dinov2_small,full_finetune,005,44,10,9,128,0.1,20,302,5842,0.05169462512838069,1164,1165,22064276,22064276,0.6941580756013745,0.27409306417954094,0.2609358240277834,0.6978540772532189,0.27751452613109695,0.2666132649744945,45.52727794647217,6.886589050292969,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__full_finetune__b005__s44/result.json,,,
complete,aqua20__resnet18__full_finetune__b005__s42,aqua20,resnet18,full_finetune,005,42,10,10,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11186772,11186772,0.5833333333333334,0.10703211031103332,0.11988103085781379,0.5733905579399141,0.11168644229991653,0.12456781936238404,43.70720338821411,1.6957697868347168,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__full_finetune__b005__s42/result.json,,,
complete,fathomnet__dinov2_small__last_block_ft__b010__s44,fathomnet,dinov2_small,last_block_ft,010,44,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22086991,1806415,0.4842628382109332,0.4775300888602893,0.4913761336436388,0.47772204190026557,0.4679519189940628,0.48407553373080175,164.04778027534485,0.9452447891235352,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__last_block_ft__b010__s44/result.json,,,
complete,aqua20__dinov2_small__linear_probe__b100__s44,aqua20,dinov2_small,linear_probe,100,44,10,8,128,0.1,20,5842,5842,1.0,1164,1165,22064276,7700,0.8625429553264605,0.7871844615612577,0.7637570533805405,0.8918454935622318,0.7989571447330528,0.7888363146833136,161.8769826889038,0.6186919212341309,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__linear_probe__b100__s44/result.json,,,
complete,fathomnet__dinov2_small__mlp_head__b010__s42,fathomnet,dinov2_small,mlp_head,010,42,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22186575,129999,0.42794036443953615,0.4105731151668247,0.4396973606861921,0.4231336677485984,0.3963258680938958,0.42699189051166525,154.08731627464294,0.6207718849182129,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__mlp_head__b010__s42/result.json,,,
complete,fathomnet__dinov2_small__linear_probe__b010__s43,fathomnet,dinov2_small,linear_probe,010,43,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,22086991,30415,0.2981778023191607,0.281520174394272,0.3051365774087159,0.28651519622307464,0.2708559840097461,0.2906848079975154,160.34489274024963,0.6190438270568848,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__linear_probe__b010__s43/result.json,,,
complete,fathomnet__resnet18__full_finetune__b010__s45,fathomnet,resnet18,full_finetune,010,45,10,10,128,0.1,79,1709,16688,0.10240891658676894,3622,3389,11217039,11217039,0.28106018774157926,0.2631763449303658,0.29795080118528516,0.30746532900560636,0.2869851632863584,0.31852910698545045,138.54898953437805,1.6962342262268066,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__full_finetune__b010__s45/result.json,,,
complete,fathomnet__dinov2_small__mlp_head__b005__s46,fathomnet,dinov2_small,mlp_head,005,46,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22186575,129999,0.2852015461071231,0.27165669167829604,0.3007338438303654,0.30274417232221895,0.27837042400981094,0.3137624649449814,131.2275002002716,0.6207718849182129,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__mlp_head__b005__s46/result.json,,,
complete,fathomnet__resnet18__last_block_ft__b100__s43,fathomnet,resnet18,last_block_ft,100,43,10,9,128,0.1,79,16688,16688,1.0,3622,3389,11217039,8434255,0.6482606294864716,0.6470771982048673,0.6598337956879402,0.651814694600177,0.6437476595808128,0.6556311493787917,450.0937166213989,0.6926560401916504,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__last_block_ft__b100__s43/result.json,,,
complete,fathomnet__dinov2_small__full_finetune__b005__s42,fathomnet,dinov2_small,full_finetune,005,42,10,9,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22086991,22086991,0.44781888459414687,0.44547885649463315,0.4604566106832301,0.4594275597521393,0.45153059988318955,0.46348446309116476,156.11624884605408,6.8859405517578125,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__full_finetune__b005__s42/result.json,,,
complete,aqua20__resnet18__linear_probe__b010__s42,aqua20,resnet18,linear_probe,010,42,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,11186772,10260,0.3470790378006873,0.04570209451020908,0.05752895220116443,0.33991416309012873,0.04583696726414073,0.058321760386302844,33.45032525062561,0.5978960990905762,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__linear_probe__b010__s42/result.json,,,
complete,fathomnet__resnet18__mlp_head__b001__s43,fathomnet,resnet18,mlp_head,001,43,10,9,128,0.1,79,220,16688,0.013183125599232981,3622,3389,11349775,173263,0.049144119271120924,0.03844806123494433,0.06064197483188622,0.047801711419297725,0.03450091997858104,0.04916657777439884,102.20022916793823,0.6003384590148926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__mlp_head__b001__s43/result.json,,,
complete,aqua20__resnet18__marine_adapter__b100__s43,aqua20,resnet18,marine_adapter,100,43,10,9,128,0.1,20,5842,5842,1.0,1164,1165,11319508,142996,0.7963917525773195,0.621239442853436,0.5972457818413852,0.8120171673819743,0.6547163688836857,0.6226620670149425,147.46057534217834,0.5995078086853027,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__marine_adapter__b100__s43/result.json,,,
complete,aqua20__resnet18__linear_probe__b005__s42,aqua20,resnet18,linear_probe,005,42,10,3,128,0.1,20,302,5842,0.05169462512838069,1164,1165,11186772,10260,0.3281786941580756,0.03680440556931811,0.053353099170309656,0.30815450643776826,0.03367137573632672,0.05146856025888922,32.11523723602295,0.5978960990905762,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__resnet18__linear_probe__b005__s42/result.json,,,
complete,fathomnet__dinov2_small__mlp_head__b005__s43,fathomnet,dinov2_small,mlp_head,005,43,10,10,128,0.1,79,875,16688,0.05243288590604027,3622,3389,22186575,129999,0.30204307012700166,0.2842272502782184,0.31107050766849653,0.2753024491000295,0.25775437853341515,0.2920828091705065,133.8836750984192,0.6205277442932129,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__mlp_head__b005__s43/result.json,,,
complete,fathomnet__resnet18__marine_adapter__b100__s43,fathomnet,resnet18,marine_adapter,100,43,10,9,128,0.1,79,16688,16688,1.0,3622,3389,11349775,173263,0.5339591385974599,0.528369901929293,0.5438359596411524,0.5255237533195632,0.516176647350609,0.5276950198539773,451.40297961235046,0.5999722480773926,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__resnet18__marine_adapter__b100__s43/result.json,,,
complete,aqua20__dinov2_small__marine_adapter__b010__s43,aqua20,dinov2_small,marine_adapter,010,43,10,10,128,0.1,20,592,5842,0.10133515919205752,1164,1165,22163860,107284,0.711340206185567,0.23730485819667502,0.23155506234460063,0.7133047210300429,0.2553317366452981,0.24635784225402171,61.1795539855957,0.620175838470459,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/aqua20__dinov2_small__marine_adapter__b010__s43/result.json,,,
complete,fathomnet__dinov2_small__last_block_ft__b001__s45,fathomnet,dinov2_small,last_block_ft,001,45,10,10,128,0.1,79,220,16688,0.013183125599232981,3622,3389,22086991,1806415,0.08255107675317504,0.07507633146533126,0.09046163640503119,0.07376807317792859,0.06880919754389529,0.08223245715201892,116.21003198623657,0.9455804824829102,core,MARINE_EXPERIMENTS_V2/FULL_SUITE/core/fathomnet__dinov2_small__last_block_ft__b001__s45/result.json,,,
