epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,3.119670867919922,0.16580756013745704,0.027699810234162615,0.04407351051684199
2,2.7039759159088135,0.3333333333333333,0.036256125119014895,0.05231334684848715
3,2.4267020225524902,0.3479381443298969,0.03314010611122028,0.052775108565092856
4,2.245891571044922,0.36168384879725085,0.03734632335884945,0.055750716067633745
5,2.195598602294922,0.3797250859106529,0.04235147167782419,0.05975053127598633
6,2.0983364582061768,0.39690721649484534,0.04676367984751219,0.06390326157257692
7,2.1126673221588135,0.4054982817869416,0.04850076927460254,0.06600757645754411
8,2.0784738063812256,0.4106529209621993,0.04981517563881312,0.06743786380855585
9,2.0362863540649414,0.4166666666666667,0.050973036020583194,0.0688270350180172
10,2.0366909503936768,0.4175257731958763,0.05115195475780674,0.06906541624318581
