epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,1.7811884165459824,0.44141689438261195,1.357381211557696,0.5806451612903226,0.3366021591389168,0.35637254901958365
2,1.0729446271459804,0.6307901907356949,1.492305459130195,0.5806451614825956,0.37465509194339935,0.39901960784309537
3,0.7507477987364787,0.7534059955248715,1.1638385126667639,0.6580645167058514,0.4547177612189601,0.4607843137254396
4,0.5636280680872114,0.8242506820109624,1.0805577516555787,0.6709677425123031,0.4707807658868558,0.4799019607842523
5,0.4048658814027459,0.8760217996644064,1.0271607741232842,0.7161290332194298,0.553594641109369,0.5696078431371303
6,0.262942911899707,0.919618529909638,0.9911605927252001,0.7612903235420104,0.5772063866755979,0.6073529411763421
7,0.18055171496171393,0.9455040871934605,0.9779966277460899,0.7290322590258813,0.5584503673721138,0.5843137254900697
8,0.16817810217918427,0.9495912806539509,1.0118816710287524,0.74193548464006,0.5301086841462601,0.5372549019607158
9,0.14371689203974336,0.9523160769439198,1.0114095899366564,0.7483870977355588,0.572662617141316,0.6029411764704597
10,0.12229085524822776,0.9618528616850642,1.0138688112458876,0.741935484832333,0.5684032433806667,0.6024509803920279
