epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,3.1874935846429313,0.3741027056874655,0.3545324228847722,0.38397286827808896
2,1.9698332991604608,0.4533406957482054,0.43763399848252477,0.4649896315818635
3,1.6410440955157477,0.4726670347874103,0.464213248990396,0.478909776417351
4,1.468813602670613,0.5060739922694644,0.49851967321771734,0.5170151423157658
5,1.3508770473851452,0.5160132523467698,0.5041924837317133,0.522286229072665
6,1.2606594319654447,0.5143567090005522,0.5058811539203619,0.5226687404308603
7,1.2072550474397288,0.5259525124240751,0.5177082632639234,0.5357285260135164
8,1.1616356397406595,0.5336830480397571,0.5250989046823394,0.5421931001637289
9,1.1337511499456112,0.5367200441744893,0.5311247020901187,0.5456388781045989
10,1.1180173279797927,0.5369961347321922,0.5311458251789126,0.5461472082078613
