epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.777369851651399,0.1086956531457279,2.8298924323051207,0.16774193548387098,0.05358451250029911,0.10196078431371869
2,2.3528466121010156,0.3043478364529817,2.824032348202121,0.11612903225806452,0.025483581738474276,0.07058823529411294
3,2.1398841194484546,0.47826087993124256,2.8082634633587253,0.10967741935483871,0.01993738671935322,0.06666666666666222
4,2.0098035231880518,0.43478261906167737,2.7843377990107383,0.10967741935483871,0.019354838709636803,0.06666666666666222
5,1.8801977427109429,0.5000000025915063,2.756240781661003,0.11612903225806452,0.023812705454698418,0.07058823529411294
6,1.802610941555189,0.5217391408008077,2.729578245839765,0.14838709677419354,0.05637315603802356,0.09362745098038548
7,1.7553967548453289,0.6521739208179972,2.701792896947553,0.14838709677419354,0.06327844164752745,0.0936274509803855
8,1.7759727446929268,0.5869565217391305,2.666532631843321,0.1870967741935484,0.09892607561042542,0.1171568627450898
9,1.7005393660586814,0.630434803340746,2.6275034935243666,0.2064516129032258,0.12036259760702964,0.12892156862744195
10,1.7211021392241768,0.5869565269221431,2.590418497208626,0.2064516129032258,0.11214194734267795,0.12892156862744195
