status,run_id,dataset,backbone,method,budget,seed,epochs,best_epoch,adapter_dim,dropout,n_classes,n_train,n_full_train,realized_train_fraction,n_val,n_test,total_params,trainable_params,val_accuracy,val_macro_f1,val_balanced_accuracy,test_accuracy,test_macro_f1,test_balanced_accuracy,runtime_sec,peak_gpu_mem_gb
complete,aqua20__dinov2_small__marine_adapter__b001__s42,aqua20,dinov2_small,marine_adapter,001,42,2,2,128,0.1,20,70,5842,0.011982197877439232,1164,1165,22163860,107284,0.22852233676975944,0.07125957238730311,0.08955533008504644,0.21030042918454936,0.048549832389784345,0.055980821806741965,6.466569900512695,0.620175838470459
complete,aqua20__resnet18__marine_adapter__b001__s42,aqua20,resnet18,marine_adapter,001,42,2,2,128,0.1,20,70,5842,0.011982197877439232,1164,1165,11319508,142996,0.06443298969072164,0.026567287153460118,0.039664157853551804,0.07210300429184549,0.026527375635923924,0.029965464413892823,7.314549207687378,0.5990195274353027
