epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.5649575167195997,0.17166212550300994,2.3048900881121237,0.2838709677419355,0.14786970178908554,0.17254901960783164
2,2.2656913414313293,0.29564032721909256,2.1076216913038683,0.34838709677419355,0.18760338930047374,0.2117647058823388
3,2.1261791292912955,0.335149863760218,1.9871347150494976,0.4129032258064516,0.2239174904301858,0.25441176470586496
4,1.9757936286666413,0.427792916505798,1.8603731955251386,0.4129032258064516,0.23083402784631063,0.25441176470586496
5,1.9033481555024025,0.46049046354007983,1.809778642654419,0.44516129032258067,0.24662627900538053,0.2740196078431185
6,1.8168451740566327,0.47956403285995813,1.758935740686232,0.44516129032258067,0.24931146148508987,0.2740196078431185
7,1.7807021534085599,0.48501362397820164,1.7416218403846986,0.45806451612903226,0.2535719202722811,0.28186274509802
8,1.7677674374723304,0.49455040896296176,1.7209090325140184,0.4645161290322581,0.2571100946435645,0.2857843137254707
9,1.7380819798165512,0.4945504092065775,1.710693436284219,0.45161290322580644,0.250324661377578,0.27794117647056926
10,1.7285067759027923,0.5095367849847602,1.7164973705045639,0.47096774193548385,0.27019885953475237,0.29313725490194037
