epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.667389174573103,0.11580381471389646,2.4619724335209017,0.17419354838709677,0.0928431528351242,0.1058823529411694
2,2.367794674813585,0.23841961877222606,2.218327285397437,0.3419354838709677,0.17627458416419664,0.20784313725488812
3,2.1580108199522345,0.35013624043165825,2.0699168512898107,0.36129032258064514,0.17476010405797382,0.21960784313724024
4,2.040224709692703,0.4100817438692098,1.964766440852996,0.3741935483870968,0.19468963549974352,0.22745098039214168
5,1.9336520677041618,0.4495912813035929,1.8497476347031132,0.45806451612903226,0.24975248730111843,0.2784313725490011
6,1.8591189735267077,0.4850136242218174,1.8111879917883105,0.4645161290322581,0.25028225621936284,0.28235294117645177
7,1.8169208024438135,0.483651227132501,1.7725983896563131,0.4774193548387097,0.25654148881356376,0.2901960784313532
8,1.7873451251749772,0.5122615808687028,1.7542215670308758,0.4774193548387097,0.25896007305717034,0.2901960784313532
9,1.766966317589991,0.5108991835357708,1.7303208827972412,0.4774193548387097,0.2597720984839472,0.2901960784313532
10,1.746379386176855,0.5149863769962613,1.7407757589893957,0.4645161290322581,0.2506688236789358,0.28235294117645177
