epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,1.7797033068919377,0.44686648566326587,1.5833114685550813,0.5612903227729182,0.36467481382643413,0.3769607843136863
2,1.0892914871428903,0.6403269754768393,1.3852921578191941,0.6000000001922731,0.3863958358375566,0.4073529411764285
3,0.7898055654455596,0.7275204367793549,1.3630740721379557,0.6322580649006752,0.40192638236697825,0.4264705882352577
4,0.5624104263996883,0.8079019081690006,1.105657031843739,0.6838709685110277,0.4865342700727592,0.5019607843136594
5,0.3857473088707521,0.8828337882779924,1.0154179171208413,0.6838709685110277,0.4862119883173608,0.5019607843136594
6,0.30629492618082654,0.9114441423390152,1.0251959571915288,0.7290322588336083,0.5295234735742658,0.5294117647058144
7,0.2183245600528548,0.9332425068119891,0.9628396772328884,0.7548387104465115,0.5434783180546561,0.5485294117646362
8,0.1649294596683102,0.9564032704044103,0.9829364692852381,0.7161290332194298,0.5394274138709195,0.5573529411763868
9,0.136803361635442,0.9591280660447373,0.9784669094508694,0.7225806461226556,0.537775550439497,0.5509803921567806
10,0.13953906520998122,0.9509536791237564,0.999317721758158,0.7225806459303825,0.5164660722119009,0.5323529411764016
