epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.450875282287598,0.012147984538928768,0.00390128541438636,0.016272410343202735
2,4.3733930587768555,0.012700165654334622,0.004414431882367014,0.01682553230515343
3,4.322933197021484,0.012700165654334622,0.004363891862023126,0.01682553230515343
4,4.282337665557861,0.012700165654334622,0.004350185715775237,0.016705786921653087
5,4.228466033935547,0.013528437327443401,0.004722160892741712,0.017920778054778506
6,4.200949192047119,0.014080618442849255,0.005036306568328178,0.018591526541294746
7,4.1714301109313965,0.01435670900055218,0.005184327011881671,0.01887282049347477
8,4.146484375,0.014632799558255107,0.005572190953758381,0.01909886027647658
9,4.130241394042969,0.01435670900055218,0.005531747346909732,0.018630037022843198
10,4.142306327819824,0.01435670900055218,0.005527656177095919,0.018630037022843198
