epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,3.1431362628936768,0.07216494845360824,0.025181095041643852,0.03977662180999138
2,3.1763532161712646,0.14432989690721648,0.03565243453423257,0.04740079125854026
3,3.006626605987549,0.2190721649484536,0.040663966381741905,0.052991644782730205
4,2.808384418487549,0.27920962199312716,0.044470895185404875,0.06182041544135999
5,2.6995396614074707,0.3230240549828179,0.04868245610119441,0.0672375507247762
6,2.602322816848755,0.3582474226804124,0.05475324087818256,0.07270692150921675
7,2.529303789138794,0.36597938144329895,0.04849241612990873,0.06381825741476485
8,2.4729630947113037,0.37199312714776633,0.04943669183013739,0.06490454847127185
9,2.4613001346588135,0.37628865979381443,0.04979704673165163,0.0655374598636769
10,2.447732925415039,0.37800687285223367,0.05000360679388812,0.06579062442063893
