epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.503696145890634,0.013528437327443401,0.005358182717833532,0.01402901535468954
2,4.319916930379747,0.011043622308117063,0.006414280655911147,0.011668331858444998
3,4.176164476177361,0.01849806736609608,0.010151540066738055,0.018321332717806595
4,4.053797477408301,0.025952512424075095,0.01420846440470367,0.024447468988173415
5,3.986105611052694,0.026780784097183877,0.017256580461906635,0.026332971785861255
6,3.925336216069475,0.029265599116510214,0.02008712929910015,0.02908981128595718
7,3.838051322140271,0.03147432357813363,0.020907295416973778,0.030437549992232228
8,3.81210442736179,0.032302595251242405,0.021449521046805906,0.031435803962417956
9,3.8082599790790415,0.03257868580894534,0.02143394643437145,0.03158309055235072
10,3.7911392555961125,0.03313086692435119,0.021764183319958677,0.031888256859168095
