epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.580797282132235,0.019050248481501934,0.00995891619938382,0.021876891090225982
2,4.344025152379817,0.027609055770292656,0.01533531222800758,0.030278119643836098
3,4.171857331015847,0.03395913859745997,0.02085207996531129,0.036661921876495585
4,4.001775581186468,0.0405853119823302,0.029215510287765988,0.04457567153396701
5,3.859108647433194,0.05080066261733849,0.04058458535956642,0.05666904990934894
6,3.76556282043457,0.05742683600220872,0.046690401145491084,0.06427191082877798
7,3.69501951824535,0.06267255659856433,0.05269241598704481,0.07072857880367747
8,3.6134055137634276,0.06432909994478189,0.05437745490196274,0.07246062831075338
9,3.587131543592973,0.06626173384870238,0.05631904308671248,0.0748730636911392
10,3.5909356897527522,0.06626173384870238,0.05629568643387391,0.0748730636911392
