epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,2.834407978499962,0.35051546391752575,0.03189512242143821,0.052763559087129264
2,2.1537229067442434,0.4175257731958763,0.05084165902273348,0.06878591887646679
3,1.9705818725737514,0.47680412371134023,0.06692256209691741,0.08526564403210543
4,1.8402245210496007,0.5455326460481099,0.09527695987048738,0.1081449787097074
5,1.7478245559907117,0.5609965635738832,0.09982043606639077,0.11272337596223003
6,1.6733584451359629,0.5567010309278351,0.1000883012619043,0.11066298611486905
7,1.6094691777071417,0.5644329896907216,0.10229248574179568,0.11283834390975382
8,1.5490811605327177,0.563573883161512,0.10339771479058295,0.11358519543147683
9,1.5066067596145023,0.5687285223367697,0.10415387724853213,0.11493620052290943
10,1.4876805993894868,0.5678694158075601,0.10399249025150721,0.11480961824442841
