epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.428061227759399,0.0405853119823302,0.028818510784328663,0.04734804344157986
2,4.107029874119722,0.08089453340695749,0.06893719828183717,0.09546845768036627
3,3.8648915215498385,0.11733848702374379,0.09821286067885508,0.13393220245625387
4,3.643419257097596,0.1623412479293208,0.13600078531877213,0.17968198501259672
5,3.4587203782507383,0.18801766979569298,0.16224689869755385,0.20477644426706804
6,3.3067323384471914,0.20844837106570954,0.18242878129271345,0.2225511939162245
7,3.2108246445865083,0.22252898950855882,0.19520042454731154,0.23670523587536788
8,3.1455763852547456,0.22860298177802318,0.20129341298669007,0.24167274115748583
9,3.104048906675621,0.23467697404748758,0.20665355246736147,0.24765916499611584
10,3.0829883848037407,0.23522915516289342,0.20731346971595652,0.24829994378895995
