epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.865173992357756,0.03947368460266214,2.8012145749984247,0.14838709677419354,0.030686960098688626,0.09019607843136654
2,2.469455254705329,0.25000000078427165,2.755346284374114,0.16129032258064516,0.061956602386279556,0.10147058823528693
3,2.2825848052376196,0.32894736842105265,2.719796206874232,0.18064516129032257,0.066428810329977,0.11323529411763908
4,2.160260187952142,0.35526315789473684,2.6831222364979403,0.18064516129032257,0.06750474383289327,0.11323529411763908
5,2.1677330293153463,0.3421052662949813,2.599486066449073,0.16129032258064516,0.060522544062929874,0.10147058823528693
6,1.9978373740848743,0.4473684273268047,2.537353377188406,0.18064516129032257,0.07475400416562698,0.11323529411763908
7,1.9773022312867015,0.42105263314749064,2.472237613124232,0.2,0.09260467617883585,0.12499999999999123
8,1.8933148697802895,0.48684210840024444,2.4122251064546645,0.25806451612903225,0.13492464712746996,0.1602941176470477
9,2.001433774044639,0.44736842183690323,2.368564533418225,0.25806451612903225,0.1336015837360991,0.1602941176470477
10,1.861971052069413,0.48684210840024444,2.3403035932971585,0.2645161290322581,0.13835925002597915,0.16421568627449842
