epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.516956624117765,0.011871893981225842,0.006747249510671257,0.012570746041152272
2,4.388512091203169,0.014908890115958034,0.008906004447323687,0.015718566005891037
3,4.281649580868808,0.017945886250690227,0.012821396180072832,0.019358949903651897
4,4.196963761069558,0.020982882385422418,0.01636747955457001,0.022403479889068892
5,4.104953921924938,0.024295969077857537,0.019483789859179926,0.025562783013259437
6,4.043599085374312,0.027056874654886803,0.021752052853161053,0.028385406300999002
7,3.994380370053378,0.029265599116510214,0.022919909380333857,0.03090272444771037
8,3.965882427042181,0.03147432357813363,0.025613612130157143,0.03321351863442448
9,3.9394530989907004,0.03395913859745997,0.02848708663003027,0.03611677894029635
10,3.941060092232444,0.03451131971286582,0.029013298211467222,0.03667868076184621
