epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.8441646721052085,0.10869565411754277,2.5898866330423664,0.23870967741935484,0.11988010671582491,0.1450980392156766
2,1.4112128796784773,0.6739130564357924,2.322104670924525,0.3161290322580645,0.15979107540963652,0.19215686274508523
3,0.6772491750509843,0.9347826294277025,2.253107823095014,0.3161290322580645,0.16323469499424612,0.19215686274508523
4,0.3511410213035086,1.0,2.297132259799588,0.3419354838709677,0.18310008220004492,0.20784313725488812
5,0.21626184945521149,1.0,2.3084023352592222,0.33548387096774196,0.18072642821592708,0.20392156862743738
6,0.18510493441768314,1.0,2.3399282778463055,0.32903225806451614,0.18506150684178516,0.19999999999998666
7,0.1473244467507238,0.9782608799312426,2.319248141011884,0.33548387096774196,0.19720215882938802,0.2107843137254753
8,0.0992341835213744,1.0,2.2792429570228823,0.33548387096774196,0.20106995743021264,0.2107843137254753
9,0.07695942825597266,1.0,2.2435855419405044,0.3225806451612903,0.19775012936580422,0.20294117647057386
10,0.06921165161158728,1.0,2.2241963863372805,0.335483871160015,0.24496474063392787,0.2362745098038922
