epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,1.9210504369447696,0.6855328547763666,0.6673760106540094,0.6883189888911065
2,0.6320251713605992,0.7410270568746549,0.7381083523591082,0.7487965990328709
3,0.3974746084224686,0.7791275538376587,0.77387723549006,0.7795711471876788
4,0.26283777493015575,0.7879624516841524,0.7839151642228946,0.7931473640540427
5,0.15905290997782695,0.7882385422418553,0.7893356796575696,0.796604515654127
6,0.08783455460920772,0.7967973495306461,0.7985937816613896,0.8043424004075966
7,0.04549708675989597,0.8092214246272778,0.8103846456898579,0.8182182469792362
8,0.026069595650809952,0.8106018774157924,0.808156894822843,0.8164001104742106
9,0.019305796545509638,0.8130866924351188,0.8122088439660509,0.820888864108788
10,0.016261717953745095,0.8130866924351188,0.8125700579895112,0.8209988002654524
