epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.415096170016456,0.045992469069392146,0.03723040522996611,0.052274842194692764
2,3.884298974779042,0.11861215707369553,0.10124779696629488,0.13055197159479676
3,3.495497891273431,0.17132867132867133,0.14437917275744136,0.1845603480374856
4,3.170243490819599,0.2052178590640129,0.17511822532975946,0.2164634803987101
5,2.8914644036571864,0.23776223776223776,0.2070956669341569,0.24763318474213852
6,2.705397308330457,0.2528240989779451,0.21716800294503358,0.26394979569774596
7,2.567938834763249,0.26627218934911245,0.232494552257746,0.2764422509744768
8,2.4771017400174893,0.27649273803119956,0.24325765960410659,0.2847316971103321
9,2.4182798725855963,0.27998924152770305,0.24541769099707972,0.28853460786915747
10,2.393873777885234,0.2807961269499731,0.24574872735024664,0.2901304176098001
