epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,5.122119097276167,0.015737161789066815,0.009783478903739103,0.011622263473537502
2,4.87377482327548,0.02015461071231364,0.014990945449756285,0.016755910524530394
3,4.695676482807507,0.022087244616234125,0.017043036419047034,0.019102086275279474
4,4.438694078272039,0.025400331308669245,0.021002858109809498,0.02256221660523502
5,4.317014468799938,0.029541689674213143,0.025556354742341896,0.026961314040558966
6,4.166348457336426,0.03147432357813363,0.026948318098351787,0.028963479397002233
7,4.128866304050792,0.03285477636664826,0.028810854866122153,0.0309620012622796
8,4.0278320052407,0.03395913859745997,0.029977180709752898,0.032086861111810805
9,3.994628888910467,0.03451131971286582,0.03039554605322776,0.03247251325541547
10,4.004585435173729,0.034787410270568746,0.03054959913069704,0.032664304586447306
