epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.4491303558245665,0.22070844751612692,1.9484662901970649,0.3870967741935484,0.20175722574490632,0.2387254901960621
2,1.8226245791126012,0.4128065397531525,1.5960602821842316,0.5161290322580645,0.31370160781897266,0.3411764705882091
3,1.5424917903842978,0.49863760282947844,1.4812186010422246,0.5419354838709678,0.3322174398211504,0.3499999999999741
4,1.373170379072184,0.5858310631575312,1.3586602749363068,0.5483870967741935,0.32306414213844464,0.34362745098036795
5,1.2253962982577913,0.5994550418463974,1.2925095896567067,0.5870967743858214,0.3927416248963341,0.406372549019565
6,1.211418299324181,0.6089918256130791,1.2569625393036874,0.5935483874813203,0.4505083410814467,0.454901960784214
7,1.1149690170703856,0.6607629435913439,1.2494132103458528,0.5935483874813203,0.44598827205985087,0.454901960784214
8,1.0911795701577813,0.653950954652937,1.2335853884297032,0.6258064519974493,0.4724241621592249,0.48137254901950555
9,1.0353880393082828,0.6675749323673404,1.2062608426617039,0.6387096776116279,0.4245023218143266,0.4343137254901518
10,1.0787822097458697,0.647138965389709,1.1960175452693815,0.6322580647084021,0.4231161244620223,0.4303921568627011
