epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,2.7954521763403686,0.06099656357388316,0.009230097920302932,0.0516819060547694
2,2.3775383999805575,0.15034364261168384,0.03094854731878325,0.05253324004914937
3,2.155384600557239,0.09965635738831616,0.03199111998342059,0.057625092745446714
4,2.0225482492257427,0.11082474226804123,0.030539732197571938,0.04204068443263227
5,1.9637992816255583,0.20962199312714777,0.04110365699222954,0.052276164700688854
6,1.885061518245975,0.2852233676975945,0.05208130961061761,0.06196148890253137
7,1.8667259011047566,0.31872852233676974,0.06326080644439955,0.07276113210669775
8,1.82108775985162,0.3384879725085911,0.06444672747058425,0.07311061714373367
9,1.8211675945496717,0.35223367697594504,0.07614095172368858,0.07867071889086019
10,1.8157174824089404,0.35652920962199314,0.07871025907799271,0.07947544908376478
