epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.529647939416427,0.0176697956929873,0.011557435446927302,0.016095496214793958
2,4.3712321969527235,0.023467697404748758,0.016732054887238154,0.020723823897177474
3,4.231477450720871,0.03285477636664826,0.026313794205507012,0.030457123444872062
4,4.116312307043921,0.041413583655438985,0.03164934847578656,0.0400886270439511
5,4.032505935355077,0.05218111540585312,0.03989093974820928,0.05177056793154151
6,3.970515231844745,0.058807288790723354,0.042944015200698696,0.057414356517199214
7,3.9204608361932296,0.06377691882937604,0.04588714825995834,0.061448096118383234
8,3.8853045825716817,0.06681391496410823,0.047906717209773166,0.06387689014391941
9,3.8671924434130704,0.06764218663721701,0.04929483058584642,0.06454780514781365
10,3.866070012804828,0.06791827719491994,0.04939798614554054,0.06454780514781365
