epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.399776429250888,0.03195937873357228,0.01842564120460292,0.03458857851383893
2,4.1931565378204665,0.05824372759856631,0.04577409225209734,0.060903735023692486
3,4.047257872974302,0.08990442054958184,0.07012358012185063,0.09404664201099296
4,3.9218806956167676,0.11648745519713262,0.0977034043346067,0.12139799956008014
5,3.817517276683794,0.13679808841099164,0.11967929982764797,0.14295646756625424
6,3.7431948312939674,0.16158900836320192,0.14437810228232706,0.16924558986172883
7,3.6848210081058177,0.17323775388291518,0.1595684770126755,0.18205651847273258
8,3.649499522624244,0.1774193548387097,0.16518117446099215,0.18847526196986242
9,3.627058526598865,0.18100358422939067,0.16930312749695298,0.1924042858726082
10,3.6156434578823236,0.18189964157706093,0.16977995556827585,0.1932213973687792
