epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.7403853065089177,0.13157894736842105,2.8154338898197295,0.0967741935483871,0.01082641645614305,0.05882352941176078
2,2.4192914711801627,0.34210526315789475,2.7876991225827124,0.13548387096774195,0.02861373382301018,0.08235294117646509
3,2.2027356750086735,0.3684210557686655,2.751350162875268,0.1870967741935484,0.04968715031321621,0.1171568627450898
4,2.0998194217681885,0.3815789489369643,2.7030380925824566,0.1870967741935484,0.06196842373303693,0.12745098039214664
5,2.0123465186671208,0.40789473997919184,2.5976644131445115,0.1935483870967742,0.07813181932666927,0.13480392156861631
6,1.9104955384605808,0.4342105325899626,2.4721910415157193,0.25161290322580643,0.13010566046878,0.1700980392156728
7,1.8801838975203664,0.43421052788433273,2.3891565215203068,0.2838709677419355,0.15373169541608916,0.18627450980390742
8,1.874386467431721,0.47368421052631576,2.3401513638034945,0.2903225806451613,0.15657281604319492,0.19019607843135816
9,1.8396975366692794,0.47368421052631576,2.306471198604953,0.3032258064516129,0.1653163829631972,0.1980392156862596
10,1.8506663033836765,0.46052631735801697,2.2926786561166086,0.3032258064516129,0.16465288818205548,0.1980392156862596
