epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,3.0141738723306095,0.058823529411764705,3.050448928340789,0.03225806451612903,0.01795665634668412,0.030392156862740372
2,2.87110039767097,0.11764705882352941,3.032863295462824,0.045161290514853694,0.028397160231840683,0.09313725490189698
3,2.934152098263011,0.058823529411764705,3.0339134539327315,0.051612903418079496,0.03728119317893691,0.0970588235293477
4,2.7385341700385597,0.23529411764705882,3.0186417364305065,0.058064516321305305,0.04123544154491743,0.10098039215679841
5,2.465224069707534,0.17647058823529413,3.02944882915866,0.058064516321305305,0.035793556029959823,0.10098039215679841
6,2.465138175908257,0.29411764705882354,3.0215712270429056,0.07741935503098273,0.04861299358440272,0.11274509803915056
7,2.767704024034388,0.058823529411764705,3.0299860985048355,0.05806451612903226,0.034440809672891745,0.04607843137254325
8,2.3841802653144386,0.29411764705882354,3.040364594613352,0.04516129032258064,0.02833758239013192,0.038235294117641816
9,2.5107650756835938,0.23529411764705882,3.046707317906041,0.04516129032258064,0.028657616892806496,0.027450980392155034
10,2.499777737785788,0.29411764705882354,3.0261277660246817,0.05806451612903226,0.03335522145242867,0.04607843137254325
