epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.342690512984585,0.26430517776135853,2.1794646678432343,0.24516129032258063,0.1396697959076785,0.15245098039214627
2,2.01251742495503,0.3542234334861225,1.8738519530142508,0.38064516129032255,0.2032614754266822,0.23823529411763034
3,1.9047218954205838,0.3896457768103732,1.8946780866192232,0.33548387096774196,0.17851129763592513,0.20735294117645633
4,1.8363019835396748,0.4019073572730498,1.798392528103244,0.3741935483870968,0.20805047465976936,0.2343137254901796
5,1.7890024477519522,0.4032697552556238,1.7605459090202085,0.3935483870967742,0.21629132635808435,0.24607843137253174
6,1.7303724337663573,0.4141689379793422,1.688281080799718,0.3870967741935484,0.21070877938293517,0.24215686274508103
7,1.672900396406813,0.4427792915531335,1.6765464782714843,0.432258064516129,0.24029257603534315,0.26960784313723607
8,1.6770434035267427,0.45912806555750585,1.654746837000693,0.432258064516129,0.23667946718309618,0.273039215686255
9,1.637537560281052,0.4645776571629808,1.6438527214911676,0.4258064516129032,0.23231182806307568,0.2656862745097854
10,1.6139665283364235,0.4577656685493947,1.644296464612407,0.4064516129032258,0.222469985353149,0.2539215686274332
