epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1,2.8336618367363426,0.0,2.8359591822470387,0.0967741935483871,0.010380622837360654,0.05882352941176078
2,2.3860518231111416,0.4117647058823529,2.8348784031406526,0.12903225806451613,0.03737202845733275,0.07843137254901437
3,2.1981150402742275,0.47058823529411764,2.8279915594285536,0.14838709677419354,0.03951225154898025,0.09019607843136654
4,2.0559450458077824,0.5882352941176471,2.820374141200896,0.10967741935483871,0.021056989915051314,0.06666666666666222
5,1.9227500943576588,0.5882352941176471,2.8136589480984595,0.10967741935483871,0.02233521960643951,0.06666666666666222
6,1.7823318172903622,0.7058823529411765,2.8088406547423332,0.11612903225806452,0.032687547403255766,0.07401960784313188
7,1.68067089249106,0.7647058823529411,2.8070148052707795,0.12903225806451613,0.04712746255515997,0.08186274509803332
8,1.6967692936167997,0.7058823529411765,2.8093088426897603,0.12903225806451613,0.04198996889300227,0.08186274509803332
9,1.6588999523836023,0.7058823529411765,2.7972235925735967,0.12903225806451613,0.04230752907215366,0.08186274509803332
10,1.6339997123269474,0.8235294117647058,2.7982033021988406,0.13548387096774195,0.04360684173341594,0.08578431372548403
