epoch,train_loss,val_accuracy,val_macro_f1,val_balanced_accuracy
1,4.487490074544013,0.01684152401987852,0.00538411113354095,0.01616414675015727
2,4.413345542135118,0.018774157923799006,0.007588798041219245,0.01850349750722955
3,4.351797399641592,0.018221976808393152,0.00792512091933376,0.018227920191929353
4,4.291695498212984,0.019050248481501934,0.007818144385219144,0.01880697735231766
5,4.257775457599495,0.020706791827719492,0.009512189532759561,0.020708828485843798
6,4.222631514826907,0.022915516289342904,0.010287389227606272,0.022711347766844095
7,4.200615635401086,0.022915516289342904,0.010814927936809878,0.022798417338753228
8,4.178068179118482,0.022915516289342904,0.010652868432308983,0.022756223245926226
9,4.156076980542533,0.022915516289342904,0.010679464021573278,0.022756223245926226
10,4.175670032259784,0.022915516289342904,0.010689773323975743,0.022756223245926226
